"","w2clsids","schids","ctyids","tchids","w2tchstatus","w2tchsubject","w2tchhr","w2tcha0101","w2tcha0102","w2tcha0103","w2tcha0104","w2tcha0105","w2tcha0106","w2tcha0107","w2tcha0108","w2tcha0109","w2tcha0110","w2tcha02","w2tcha03","w2tcha04","w2tcha05","w2tcha06","w2tcha07","w2tcha08","w2tcha09","w2tcha10","w2tcha11","w2tcha1201","w2tcha1202","w2tcha1203","w2tcha1204","w2tcha1301","w2tcha1302","w2tcha1303","w2tcha1401","w2tcha1402","w2tcha1403","w2tcha1404","w2tcha1501","w2tcha1502","w2tcha1503","w2tcha1504","w2tcha1601","w2tcha1602","w2tcha1603","w2tcha1604","w2tcha1605","w2tcha1606","w2tcha1607","w2tcha1608","w2tcha1701","w2tcha1702","w2tcha1703","w2tcha1704","w2tcha1705","w2tcha1706","w2tcha1707","w2tcha1708","w2tcha1709","w2tcha1710","w2tcha18","w2tcha1901","w2tcha1902","w2tcha1903","w2tcha20a01","w2tcha20b01","w2tcha20c01","w2tcha20a02","w2tcha20b02","w2tcha20c02","w2tcha20a03","w2tcha20b03","w2tcha20c03","w2tcha21","w2tcha2201","w2tcha2202","w2tcha2203","w2tcha2204","w2tcha2205","w2tcha2206","w2tcha2207","w2tcha2301","w2tcha2302","w2tcha2303","w2tcha2304","w2tcha2305","w2tcha2306","w2tcha2307","w2tchb01","w2tchb0201","w2tchb0202","w2tchb0203","w2tchb0204","w2tchb0205","w2tchb0206","w2tchb0207","w2tchb03a01","w2tchb03b01","w2tchb03a02","w2tchb03b02","w2tchb03a03","w2tchb03b03","w2tchb03a04","w2tchb03b04","w2tchb03a05","w2tchb03b05","w2tchb04","w2tchb05","w2tchb06","w2tchb07","w2tchb08a","w2tchb08b","w2tchb0901","w2tchb0902","w2tchb0903","w2tchb10","w2tchb11","w2tchc01","w2tchc02","w2tchc03","w2tchc04","w2tchc05","w2tchc06","w2tchc07","w2tchc08","w2tchc09","w2tchc10a","w2tchc10b","w2tchc11","w2tchc11a","w2tchc12","w2tchc13","w2tchc14","w2tchc15a","w2tchc15b","w2tchc1601","w2tchc1602","w2tchc1603","w2tchc1604","w2tchc1605","w2tchc1701","w2tchc1702","w2tchc1703","w2tchc1704","w2tchc1705","w2tchc1706","w2tchc18","w2tchc19","w2tchc20","w2tchc21","w2tchc22","w2tchc23","w2tchc24","w2tchc25","w2tchc2601","w2tchc2602","w2tchc2603","w2tchc2604","w2tchc27","w2tchc28","w2tchc2901","w2tchc2902","w2tchc2903","w2tchc2904","w2tchc2905","w2tchc2906","w2tchc2907","w2tchc3001","w2tchc3002","w2tchc3003","w2tchc3004","w2tchc3005","w2tchc3006","w2tchc3007","w2tchc3101","w2tchc3102","w2tchc3103","w2tchc3104","w2tchc3105","random_even_placement"
"153",384,99,25,1115,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,4,4,2,1,18,40,30,70,1,0,1,0,0,5,3,4,2,3,3,3,50,20,20,10,4,4,4,4,4,4,4,3,2,2,3,2,2,3,2,3,3,2,4,3,3,2,4,4,4,4,4,3,2,1,1,4,0,0,0,1,1,0,1,0,0,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1981,2,6,1,1,1,11,1,2003,9,1,2003,2,0,2,NA,NA,1,1,1,0,0,0,0,0,1,1,0,2,3,NA,2,2,3,2,2,1,3,3,2,1,4,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
"154",387,100,25,1119,1,1,1,1,0,0,0,0,0,0,0,1,0,2013,2,2,2,1,23,12,11,50,1,0,1,0,1,4,2,4,3,1,3,1,80,0,20,0,5,4,3,3,3,4,4,4,2,3,3,2,2,2,2,3,2,3,3,1,1,1,2,3,3,2,3,3,2,3,3,2,0,0,0,1,0,0,1,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,1,NA,1,NA,1,NA,1,NA,1,NA,3,1,2,2,0,30,31,1,0,3,2,1,1977,2,5,2,1,3,9,1,2006,8,1,2008,2,0,2,2011,9,1,1,1,0,0,0,0,0,1,1,0,2,1,1,4,4,1,1,1,1,3,1,1,1,3,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1
"155",388,100,25,1120,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,4,18,20,15,56,1,1,1,1,1,4,4,3,3,1,2,1,90,0,8,2,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,5,3,3,3,4,4,4,4,4,4,4,4,4,2,0,0,1,1,1,1,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,5,1,1,3,2,1,2012,9,2,NA,0,0,2,NA,NA,1,1,1,1,0,0,0,0,0,1,0,2,1,NA,4,4,1,1,2,1,4,3,3,4,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"156",388,100,25,1122,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2,3,2,0,17,20,20,46,1,1,1,1,0,4,3,3,3,1,2,1,80,0,0,20,5,4,3,3,3,4,4,3,2,3,3,2,3,3,3,3,3,3,5,1,1,1,2,4,3,2,4,3,2,4,3,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1990,1,5,1,1,3,2,1,2012,8,2,NA,0,0,2,NA,NA,1,1,1,1,0,0,0,0,1,0,0,1,1,NA,3,3,2,1,2,1,1,2,2,2,3,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1
"157",387,100,25,1123,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,5,5,2,2,23,42,36,101,1,0,0,0,1,3,3,4,2,2,3,4,37,23,30,10,5,5,5,5,5,5,5,1,2,3,3,3,3,3,3,1,3,3,4,3,3,3,1,4,4,1,4,4,1,4,4,4,0,0,0,1,1,1,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1980,2,5,1,1,3,15,1,1999,9,1,2000,3,0,2,NA,NA,1,1,1,1,0,0,0,0,1,1,0,1,2,NA,3,3,2,2,2,1,3,3,3,4,4,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1
"158",387,100,25,1125,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,3,3,1,1,18,6,6,40,1,0,1,0,0,4,4,4,3,3,3,3,95,0,5,0,4,4,4,4,4,4,4,4,2,3,3,2,2,2,2,2,2,2,4,3,2,3,4,4,4,4,4,4,4,4,4,4,0,0,1,1,1,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1986,1,5,1,1,3,6,1,2009,8,1,2012,2,0,2,NA,NA,1,1,1,1,0,0,0,0,0,0,1,3,3,NA,3,3,2,2,2,2,3,3,3,3,4,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1
"159",388,100,25,1126,1,3,1,0,0,1,0,0,0,0,0,0,0,2012,5,4,1,1,18,10,4,35,1,1,1,0,1,5,4,4,2,1,2,1,80,0,10,10,3,4,2,3,2,3,4,5,3,3,3,2,2,2,3,3,3,2,NA,1,1,3,3,3,4,3,3,4,3,3,4,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,4,0,1,1,0,1,0,0,1,NA,1,NA,1,NA,1,NA,NA,NA,5,2,1,2,1,0,24,1,0,3,3,2,1988,1,6,2,1,3,4,1,2011,9,1,2014,2,2,2,2011,9,1,1,1,1,0,0,0,0,1,1,0,1,4,3,4,2,2,2,2,1,3,4,3,4,4,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1
"160",550,101,26,1127,1,1,1,1,0,0,0,0,0,0,0,0,0,2015,2,3,1,1,13,10,12,45,1,0,1,0,0,4,4,4,4,3,2,2,80,2,15,3,5,4,3,2,4,5,5,2,2,3,3,3,3,3,3,2,3,3,5,2,3,3,4,5,4,4,4,4,3,3,3,4,0,0,0,1,1,1,0,0,0,0,1,1,1,0,4,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,5,2,2,2,0,40,50,1,0,3,5,1,1987,1,6,1,1,2,2,1,2013,8,1,2013,2,0,2,2013,9,1,1,0,0,0,0,0,0,0,0,1,3,4,3,4,2,2,2,2,3,3,3,3,3,3,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1
"161",548,101,26,1130,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,4,4,1,1,26,10,5,60,1,0,1,0,1,4,4,4,5,NA,4,3,20,0,80,0,4,5,5,5,5,5,5,5,2,3,3,2,2,2,2,2,3,3,5,3,3,3,3,3,4,4,4,4,2,2,2,2,0,0,1,1,1,1,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1975,2,6,2,1,3,13,1,2002,9,1,NA,3,0,2,NA,NA,1,1,1,0,0,0,0,0,0,0,1,3,3,NA,3,1,2,2,2,3,4,4,3,3,3,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1
"162",552,101,26,1131,1,2,1,0,1,0,0,0,0,0,0,0,0,2013,1,1,1,1,12,8,10,40,1,0,0,0,1,4,4,4,3,2,2,1,80,0,20,0,2,2,2,2,2,2,2,2,3,3,3,2,2,3,3,1,3,2,4,3,2,1,4,3,3,3,3,3,3,3,3,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,4,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,NA,NA,3,2,2,2,1,0,60,1,NA,3,4,1,1970,2,5,1,1,3,20,1,1995,8,1,1995,4,0,2,1995,9,1,1,1,0,0,0,0,1,1,1,0,3,3,1,4,2,1,1,2,3,3,3,3,3,4,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1
"163",548,101,26,1131,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,4,4,1,1,10,4,10,80,1,0,1,0,1,4,4,4,3,1,2,1,80,0,20,0,2,2,1,2,2,2,1,1,3,3,3,2,2,3,2,1,2,1,4,2,2,1,4,4,4,3,4,4,3,4,4,4,0,0,1,1,1,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1968,2,5,1,1,3,22,1,1995,8,1,1995,4,0,2,NA,NA,1,1,1,0,0,0,0,1,1,1,0,2,5,NA,4,2,2,2,2,4,3,4,3,3,4,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1
"164",550,101,26,1137,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,2,2,1,0,5,12,5,45,1,0,1,0,0,3,4,3,3,4,3,4,80,0,18,2,3,3,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,NA,3,2,3,3,3,4,4,4,3,3,3,3,4,0,0,0,1,1,1,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1965,2,6,1,1,3,28,2,2000,9,1,2000,4,0,2,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,3,3,NA,4,3,2,2,2,3,3,3,3,3,3,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1
"165",548,101,26,1138,1,3,1,0,0,1,0,0,0,0,0,0,0,2014,4,4,2,1,12,24,10,36,1,0,1,1,1,2,3,4,4,4,3,3,80,0,20,0,2,2,3,3,4,3,5,3,2,3,3,2,2,2,2,2,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,5,1,1,1,0,1,0,0,1,NA,1,NA,1,NA,1,NA,NA,NA,5,1,1,1,0,45,67,0,0,3,3,2,1980,2,5,1,1,3,15,2,2005,8,1,2000,3,1,2,2000,9,1,1,1,1,0,0,0,0,1,1,0,1,4,4,3,2,3,2,3,3,4,4,3,3,4,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1
"166",399,103,26,1155,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,3,4,2,1,10,5,2,50,1,1,1,1,1,4,3,4,3,2,2,2,80,1,10,9,2,2,3,3,3,4,4,3,2,3,3,3,2,3,3,2,2,2,4,2,3,1,5,5,5,4,5,5,4,4,4,2,0,0,1,1,1,0,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1976,2,5,1,1,3,20,2,1996,9,1,1996,4,0,2,NA,NA,1,1,1,1,0,0,1,1,1,1,0,2,5,NA,3,1,3,3,3,2,3,3,3,4,4,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"167",400,103,26,1159,1,2,1,0,1,0,0,0,0,0,0,0,0,2013,3,3,2,1,12,14,18,49,1,0,1,0,0,3,4,4,2,1,1,1,50,5,30,25,4,5,4,4,5,5,4,3,2,3,3,2,2,2,2,1,2,3,4,3,3,3,3,4,4,3,4,4,3,4,4,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,2,0,1,0,0,0,0,0,1,NA,1,NA,1,NA,1,NA,NA,NA,4,2,2,2,1,30,46,NA,NA,3,3,2,1990,1,6,1,1,3,NA,1,2013,7,2,NA,2,0,2,2013,7,1,1,0,0,0,0,0,0,0,1,0,3,3,2,3,2,2,1,1,3,2,2,3,3,3,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1
"168",404,104,26,1166,1,1,1,1,0,0,0,0,0,0,0,0,0,2013,2,2,1,2,13,10,12,40,1,0,1,0,1,4,2,5,3,2,2,1,100,0,50,10,4,3,4,4,4,3,3,3,2,3,3,3,2,2,2,1,2,2,4,1,1,1,3,3,3,3,3,3,3,3,3,4,0,0,0,1,1,0,0,0,0,0,1,1,1,0,2,0,1,0,0,0,0,0,1,NA,1,NA,1,NA,1,NA,1,NA,4,2,2,2,1,20,72,0,0,3,4,1,1976,2,4,1,1,3,13,2,NA,NA,1,2013,3,0,2,2003,9,1,1,1,0,0,0,1,0,1,1,0,2,3,3,3,3,2,2,2,2,3,3,3,2,4,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1
"169",403,104,26,1167,1,1,1,1,0,0,0,0,0,0,0,0,0,2013,2,3,1,1,13,12,25,60,1,1,1,0,1,4,3,3,3,1,2,1,85,0,14,1,4,4,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,4,3,3,3,5,4,4,4,4,4,4,4,4,4,0,0,1,1,1,1,0,0,0,1,1,1,1,0,2,1,1,1,0,0,0,0,1,1,2,2,2,1,1,4,1,4,4,2,2,2,4,0,69,0,2,3,3,1,1975,2,5,1,1,3,20,2,2013,9,1,2013,3,0,2,2001,9,1,1,1,0,0,0,0,0,0,1,0,3,2,2,3,3,1,2,2,2,3,4,3,4,4,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"170",404,104,26,1173,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,2,2,1,2,13,15,10,60,1,1,0,0,1,5,3,4,3,2,1,1,50,NA,50,NA,4,4,3,3,3,4,4,3,1,3,3,1,2,2,2,1,2,2,4,1,2,3,3,3,3,3,3,3,3,3,3,4,0,0,1,1,1,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1979,2,4,1,1,3,11,2,2013,9,1,2013,2,0,2,NA,NA,1,1,1,0,1,0,0,0,0,0,1,3,3,NA,3,3,1,2,2,1,3,4,3,3,4,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1
"171",404,104,26,1174,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,2,2,2,NA,13,13,20,40,1,1,1,0,1,4,4,5,4,3,3,2,60,20,10,10,4,1,1,1,1,1,NA,1,2,3,3,2,3,3,3,1,2,3,NA,3,2,2,5,5,5,4,4,3,2,4,2,NA,0,0,0,1,1,1,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1969,2,4,1,1,2,26,NA,2012,8,1,NA,2,0,2,NA,NA,1,1,1,1,0,0,0,0,1,1,0,3,4,NA,4,2,3,2,3,3,NA,4,3,5,5,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1
"172",403,104,26,1176,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,2,3,2,1,13,13,20,40,1,1,1,0,1,4,4,5,4,3,3,2,60,20,10,10,4,5,1,1,1,3,1,1,2,3,3,2,3,3,3,1,2,3,4,3,2,2,5,5,5,4,4,3,2,4,2,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1978,2,5,1,1,2,17,2,2013,8,1,NA,2,0,2,NA,NA,1,1,1,1,0,0,0,0,1,1,0,3,4,NA,4,2,3,2,3,5,5,4,3,5,5,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1
"173",408,105,27,1179,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,3,3,2,1,12,15,15,40,1,1,1,0,1,5,3,4,3,2,2,1,50,0,20,30,4,4,2,1,3,3,4,4,3,3,3,2,2,2,2,1,2,2,4,1,2,3,4,4,4,4,2,3,1,1,3,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1985,2,6,1,1,3,8,1,2007,7,1,2008,2,0,2,NA,NA,1,1,1,0,0,0,0,0,0,1,0,3,3,NA,3,2,2,2,3,2,3,4,3,4,3,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1
"174",407,105,27,1180,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,2,3,1,1,12,24,12,48,1,0,1,0,0,4,4,4,3,3,3,3,60,5,15,20,4,4,4,4,4,4,4,1,2,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1972,2,6,1,1,2,20,2,2005,9,1,NA,3,NA,NA,NA,NA,1,1,1,0,0,0,0,0,1,0,0,3,3,NA,4,2,2,2,2,3,3,3,3,4,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"175",407,105,27,1182,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,3,4,2,1,12,12,30,72,1,1,1,1,1,4,3,2,3,2,1,1,90,NA,10,0,2,2,5,4,5,5,5,3,2,3,3,2,2,2,2,1,2,1,4,3,2,1,3,4,4,4,5,4,3,3,3,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1967,2,5,1,1,3,27,2,1993,8,1,1987,4,1,2,NA,NA,1,1,1,0,0,0,0,1,1,1,0,2,2,NA,3,3,2,2,2,1,2,3,3,4,4,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1
"176",408,105,27,1184,1,2,1,0,1,0,0,0,0,0,0,0,0,2013,3,4,2,1,12,11,16,50,1,0,1,0,1,4,3,3,3,3,2,2,50,0,40,10,3,3,3,2,2,3,3,2,3,3,3,2,3,3,3,2,2,2,5,1,1,1,3,3,3,3,3,3,3,3,3,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,5,1,1,1,0,1,0,0,1,NA,2,1,2,1,1,NA,NA,NA,5,2,1,2,0,40,60,2,2,3,3,2,1981,2,6,1,1,3,NA,1,2014,9,1,2015,2,0,2,2014,9,1,1,1,0,0,0,0,1,1,1,0,4,4,4,3,1,2,3,3,3,4,4,4,5,4,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1
"177",408,105,27,1185,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,3,3,1,1,12,20,12,40,1,1,1,1,1,5,4,4,4,3,2,2,97,0,2,1,4,4,2,3,4,3,3,4,1,3,2,2,3,3,2,1,2,2,4,1,2,3,4,4,4,4,2,3,1,1,3,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1986,2,6,1,1,3,6,2,2010,9,1,2013,2,0,2,NA,NA,1,1,1,0,0,0,0,0,0,1,0,2,4,NA,3,2,2,2,2,3,4,3,3,4,3,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1
"178",407,105,27,1188,1,3,1,0,0,1,0,0,0,0,0,0,0,2013,3,4,2,1,12,14,10,45,1,1,1,0,1,4,4,4,4,3,3,3,80,0,10,10,4,4,4,4,4,4,4,3,2,3,3,2,2,3,2,1,2,2,5,3,3,3,5,5,5,5,5,5,4,4,4,4,0,0,0,1,1,1,0,0,0,0,1,1,1,0,5,1,1,1,0,0,1,0,1,NA,1,NA,1,NA,1,NA,NA,NA,5,2,1,2,3,0,60,1,4,3,4,1,1970,2,4,1,1,1,23,1,1992,7,1,1992,4,0,2,1992,8,1,1,1,0,0,0,0,1,0,1,0,4,4,4,4,3,2,3,3,3,4,4,4,4,4,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1
"179",416,107,27,1202,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,1,1,2,1,12,10,5,42,1,1,1,1,1,4,4,4,4,2,2,1,85,0,5,10,4,3,3,3,3,4,4,3,3,3,3,3,3,2,3,2,3,2,5,3,3,3,3,3,3,3,3,3,2,2,2,2,0,0,1,0,1,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1965,2,4,1,1,3,29,2,1990,8,1,1986,4,0,2,NA,NA,1,1,1,0,0,0,1,1,1,1,0,1,4,NA,4,2,2,2,2,3,4,4,4,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1
"180",416,107,27,1207,1,2,1,0,1,0,0,0,0,0,0,0,0,2013,1,1,2,1,13,10,12,40,1,0,1,0,1,4,2,2,3,1,2,1,60,0,25,15,4,4,3,3,3,4,3,2,3,3,3,3,3,3,3,1,3,2,5,3,3,3,5,5,5,4,4,4,3,4,4,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,4,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,NA,NA,4,2,2,2,0,40,52,0,0,3,3,1,1970,2,5,1,1,3,25,2,1995,9,1,1989,4,0,2,1989,9,1,1,1,1,0,0,0,1,1,1,0,3,4,3,3,2,2,2,2,3,3,3,3,4,4,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1
"181",415,107,27,1208,1,2,1,0,1,0,0,0,0,0,0,0,0,2013,2,3,1,1,20,10,5,25,1,0,1,0,0,4,5,2,4,1,1,1,50,0,50,0,4,5,4,3,2,5,4,3,2,3,3,2,2,2,2,2,2,2,4,3,2,1,2,5,2,5,5,1,2,2,3,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,1,NA,1,NA,1,NA,1,NA,1,NA,4,2,1,2,1,30,48,1,0,3,3,2,1984,2,6,1,1,3,6,1,2008,7,2,NA,2,0,2,2013,9,1,1,1,0,0,0,0,0,0,1,0,3,1,2,3,4,1,1,1,1,2,4,1,3,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1
"182",416,107,27,1209,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,1,1,2,1,13,12,10,40,1,1,1,0,1,4,2,3,4,1,1,1,60,0,25,15,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,2,3,2,4,3,3,3,3,3,5,2,2,2,3,3,3,2,0,0,1,1,1,0,0,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1968,2,4,1,1,3,22,2,1996,9,1,1986,4,0,2,NA,NA,1,1,1,0,0,0,0,0,1,1,0,3,4,NA,4,2,2,2,2,3,4,4,4,4,4,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1
"183",415,107,27,1211,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,3,3,2,1,13,10,5,38,1,0,1,0,1,4,2,3,4,2,2,2,60,5,30,5,3,4,3,3,3,3,4,3,2,3,3,2,3,3,3,2,3,3,5,2,2,3,3,4,4,3,3,3,2,2,2,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1985,1,6,1,1,2,4,1,2011,9,1,2012,2,0,2,NA,NA,1,1,1,0,0,0,0,0,1,0,0,3,4,NA,4,2,3,3,3,2,4,2,3,4,5,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
